raw_ts,ts,sn1,sn2,U,V,T,BatteryPct,BattV,BattC,VectorMag,VectorDir
23:11:01:18:06:27.707,2023-11-01T18:06:27.707Z,150,151,1.7,-0.41,19.03,100.0,4.16,0.0,1.7487424052730007,283.559451870534
23:11:01:18:06:27.906,2023-11-01T18:06:27.906Z,150,151,1.85,-0.26,19.01,100.0,4.16,0.0,1.8681809334216,277.99998347221896
23:11:01:18:06:28.105,2023-11-01T18:06:28.105Z,150,151,1.59,-0.07,18.95,100.0,4.16,0.0,1.5915401345866211,272.52082790771016
23:11:01:18:06:28.309,2023-11-01T18:06:28.309Z,150,151,1.45,0.08,19.02,100.0,4.16,0.0,1.452205219657332,266.84205520356073
23:11:01:18:06:28.508,2023-11-01T18:06:28.508Z,150,151,1.55,-0.54,19.07,100.0,4.16,0.0,1.6413713778423213,289.2076774152184
23:11:01:18:06:28.707,2023-11-01T18:06:28.707Z,150,151,1.56,-0.63,19.17,100.0,4.17,0.0,1.6824089871371943,291.99112991717715
23:11:01:18:06:28.906,2023-11-01T18:06:28.906Z,150,151,1.59,-0.54,19.18,100.0,4.17,0.0,1.6791962362987836,288.75865034784226
23:11:01:18:06:29.105,2023-11-01T18:06:29.105Z,150,151,1.45,-0.16,19.29,100.0,4.17,0.0,1.458800877433243,276.2968187189844
23:11:01:18:06:29.309,2023-11-01T18:06:29.309Z,150,151,1.43,-0.01,19.26,100.0,4.17,0.0,1.4300349646075092,270.40066325579215
23:11:01:18:06:29.508,2023-11-01T18:06:29.508Z,150,151,1.43,-0.26,19.37,100.0,4.17,0.0,1.4534441853748632,280.304846468766
23:11:01:18:06:29.707,2023-11-01T18:06:29.707Z,150,151,1.43,-0.14,19.35,100.0,4.17,0.0,1.4368368035375485,275.5915577557572
23:11:01:18:06:29.906,2023-11-01T18:06:29.906Z,150,151,1.41,-0.18,19.34,100.0,4.17,0.0,1.421442928857856,277.2750049578893
23:11:01:18:06:30.105,2023-11-01T18:06:30.105Z,150,151,1.46,-0.3,19.39,100.0,4.17,0.0,1.4905032707109367,281.6114864238885
23:11:01:18:06:30.309,2023-11-01T18:06:30.309Z,150,151,1.47,-0.51,19.46,100.0,4.17,0.0,1.5559562975867927,289.13364320590546
23:11:01:18:06:30.508,2023-11-01T18:06:30.508Z,150,151,1.49,-0.51,19.41,100.0,4.17,0.0,1.5748650735856706,288.8951459909007
23:11:01:18:06:30.707,2023-11-01T18:06:30.707Z,150,151,1.43,-0.31,19.54,100.0,4.16,0.0,1.4632156368765334,282.2315009212302
23:11:01:18:06:30.906,2023-11-01T18:06:30.906Z,150,151,1.31,0.04,19.81,100.0,4.16,0.0,1.3106105447462264,268.25105395544574
23:11:01:18:06:31.105,2023-11-01T18:06:31.105Z,150,151,1.28,-0.03,20.35,100.0,4.16,0.0,1.2803515142334936,271.34262402653775
23:11:01:18:06:31.309,2023-11-01T18:06:31.309Z,150,151,1.23,0.06,20.38,100.0,4.16,0.0,1.2314625451064274,267.2072976342867
23:11:01:18:06:31.508,2023-11-01T18:06:31.508Z,150,151,1.31,0.19,19.97,100.0,4.16,0.0,1.323706916201619,261.7474709528639
23:11:01:18:06:31.707,2023-11-01T18:06:31.707Z,150,151,1.3,0.16,19.97,100.0,4.16,0.0,1.3098091464026353,262.9834982552771
23:11:01:18:06:31.906,2023-11-01T18:06:31.906Z,150,151,1.34,-0.49,19.27,100.0,4.16,0.0,1.4267795905464866,290.08603296120634
23:11:01:18:06:32.105,2023-11-01T18:06:32.105Z,150,151,1.36,-0.6,19.25,100.0,4.16,0.0,1.486472334084964,293.8059435184577
23:11:01:18:06:32.309,2023-11-01T18:06:32.309Z,150,151,1.24,-0.62,19.17,100.0,4.16,0.0,1.3863621460498696,296.565051177078
23:11:01:18:06:32.508,2023-11-01T18:06:32.508Z,150,151,1.22,-0.48,19.37,100.0,4.16,0.0,1.3110301293257909,291.4767909795404
23:11:01:18:06:32.707,2023-11-01T18:06:32.707Z,150,151,1.12,-0.1,19.45,100.0,4.17,0.0,1.1244554237496478,275.1021652523582
23:11:01:18:06:32.906,2023-11-01T18:06:32.906Z,150,151,1.12,-0.31,19.34,100.0,4.17,0.0,1.1621101496846158,285.47132816552016
23:11:01:18:06:33.105,2023-11-01T18:06:33.105Z,150,151,1.1,-0.34,19.37,100.0,4.17,0.0,1.1513470371699404,287.17590361574673
23:11:01:18:06:33.309,2023-11-01T18:06:33.309Z,150,151,1.18,-0.28,19.58,100.0,4.17,0.0,1.2127654348636425,283.3487271132874
23:11:01:18:06:33.508,2023-11-01T18:06:33.508Z,150,151,1.19,-0.28,19.55,100.0,4.17,0.0,1.2224974437601086,283.2405199151872
23:11:01:18:06:33.707,2023-11-01T18:06:33.707Z,150,151,1.21,-0.4,19.57,100.0,4.17,0.0,1.2744018204632321,288.29277596456507
23:11:01:18:06:33.906,2023-11-01T18:06:33.906Z,150,151,1.15,-0.31,19.21,100.0,4.17,0.0,1.1910499569707393,285.0863540084651
23:11:01:18:06:34.105,2023-11-01T18:06:34.105Z,150,151,1.03,-0.11,19.18,100.0,4.17,0.0,1.0358571330062847,276.09586154459583
23:11:01:18:06:34.309,2023-11-01T18:06:34.309Z,150,151,1.05,-0.14,19.24,100.0,4.17,0.0,1.059292216529509,277.59464336859145
23:11:01:18:06:34.508,2023-11-01T18:06:34.508Z,150,151,0.93,-0.17,19.32,100.0,4.17,0.0,0.9454099639838794,280.3590524880837
23:11:01:18:06:34.707,2023-11-01T18:06:34.707Z,150,151,0.9,-0.33,19.18,100.0,4.17,0.0,0.9585927185202274,290.13630342824814
23:11:01:18:06:34.906,2023-11-01T18:06:34.906Z,150,151,0.89,-0.25,19.21,100.0,4.17,0.0,0.9244457799135654,285.68999292908387
23:11:01:18:06:35.105,2023-11-01T18:06:35.105Z,150,151,0.84,-0.23,19.25,100.0,4.17,0.0,0.8709190547921202,285.3128183608063
23:11:01:18:06:35.309,2023-11-01T18:06:35.309Z,150,151,0.79,-0.32,19.3,100.0,4.17,0.0,0.8523496934944015,292.05106271907675
23:11:01:18:06:35.508,2023-11-01T18:06:35.508Z,150,151,0.79,-0.39,19.5,100.0,4.17,0.0,0.8810221336606704,296.2742121547274
23:11:01:18:06:35.707,2023-11-01T18:06:35.707Z,150,151,0.74,-0.3,19.29,100.0,4.16,0.0,0.7984985911070851,292.0678995624102
23:11:01:18:06:35.906,2023-11-01T18:06:35.906Z,150,151,0.74,-0.23,19.2,100.0,4.16,0.0,0.7749193506423749,287.2658094950146
23:11:01:18:06:36.105,2023-11-01T18:06:36.105Z,150,151,0.81,-0.34,19.28,100.0,4.16,0.0,0.8784645695758027,292.7703789087622
23:11:01:18:06:36.309,2023-11-01T18:06:36.309Z,150,151,0.78,-0.33,19.24,100.0,4.16,0.0,0.8469356528095863,292.9321004375898
23:11:01:18:06:36.508,2023-11-01T18:06:36.508Z,150,151,0.78,-0.19,19.13,100.0,4.16,0.0,0.8028075734570521,283.6900496174655
23:11:01:18:06:36.707,2023-11-01T18:06:36.707Z,150,151,0.74,-0.28,19.26,100.0,4.17,0.0,0.7912016177940993,290.7255588655605
23:11:01:18:06:36.906,2023-11-01T18:06:36.906Z,150,151,0.59,-0.39,19.31,100.0,4.17,0.0,0.7072481884034769,303.4653793463553
23:11:01:18:06:37.105,2023-11-01T18:06:37.105Z,150,151,0.71,-0.44,19.14,100.0,4.17,0.0,0.8352843827104635,301.7872531216648
23:11:01:18:06:37.309,2023-11-01T18:06:37.309Z,150,151,0.67,-0.41,19.22,100.0,4.17,0.0,0.7854934754662193,301.46414363086575
23:11:01:18:06:37.508,2023-11-01T18:06:37.508Z,150,151,0.7,-0.37,19.19,100.0,4.17,0.0,0.7917701686727026,297.8596506952423
23:11:01:18:06:37.707,2023-11-01T18:06:37.707Z,150,151,0.73,-0.38,19.24,100.0,4.16,0.0,0.8229823813423954,297.49913873104714
23:11:01:18:06:37.906,2023-11-01T18:06:37.906Z,150,151,0.64,-0.48,19.09,100.0,4.16,0.0,0.8,306.86989764584405
23:11:01:18:06:38.105,2023-11-01T18:06:38.105Z,150,151,0.69,-0.44,19.19,100.0,4.16,0.0,0.8183520025025905,302.52489028779104
23:11:01:18:06:38.309,2023-11-01T18:06:38.309Z,150,151,0.63,-0.4,19.27,100.0,4.16,0.0,0.7462573282722255,302.4123066183512
23:11:01:18:06:38.508,2023-11-01T18:06:38.508Z,150,151,0.61,-0.32,19.3,100.0,4.16,0.0,0.6888396039717809,297.68106156848523
23:11:01:18:06:38.707,2023-11-01T18:06:38.707Z,150,151,0.62,-0.15,19.27,100.0,4.17,0.0,0.6378871373526825,283.6005425166587
23:11:01:18:06:38.906,2023-11-01T18:06:38.906Z,150,151,0.6,-0.1,19.39,100.0,4.17,0.0,0.6082762530298219,279.4623222080256
23:11:01:18:06:39.105,2023-11-01T18:06:39.105Z,150,151,0.61,-0.26,19.22,100.0,4.17,0.0,0.6630987860040162,293.0851336728083
23:11:01:18:06:39.309,2023-11-01T18:06:39.309Z,150,151,0.47,-0.4,19.18,100.0,4.17,0.0,0.617170964968379,310.39990433373674
23:11:01:18:06:39.508,2023-11-01T18:06:39.508Z,150,151,0.42,-0.49,19.09,100.0,4.17,0.0,0.6453681120105021,319.3987053549955
23:11:01:18:06:39.707,2023-11-01T18:06:39.707Z,150,151,0.43,-0.52,19.07,100.0,4.16,0.0,0.6747592163134936,320.411869152317
23:11:01:18:06:39.906,2023-11-01T18:06:39.906Z,150,151,0.51,-0.43,19.12,100.0,4.16,0.0,0.6670832032063166,310.13548556223947
23:11:01:18:06:40.105,2023-11-01T18:06:40.105Z,150,151,0.51,-0.5,19.02,100.0,4.16,0.0,0.7142128534267638,314.43273359014205
23:11:01:18:06:40.309,2023-11-01T18:06:40.309Z,150,151,0.58,-0.48,18.93,100.0,4.16,0.0,0.7528612089887484,309.6106882400266
23:11:01:18:06:40.508,2023-11-01T18:06:40.508Z,150,151,0.51,-0.53,19.02,100.0,4.16,0.0,0.7355270219373317,316.10170611520635
23:11:01:18:06:40.707,2023-11-01T18:06:40.707Z,150,151,0.28,-0.56,19.29,100.0,4.17,0.0,0.6260990336999411,333.434948822922
23:11:01:18:06:40.906,2023-11-01T18:06:40.906Z,150,151,0.21,-0.52,19.36,100.0,4.17,0.0,0.5608029957123981,338.0088700828229
23:11:01:18:06:41.105,2023-11-01T18:06:41.105Z,150,151,0.21,-0.62,19.43,100.0,4.17,0.0,0.6545991139621257,341.28826212490026
23:11:01:18:06:41.309,2023-11-01T18:06:41.309Z,150,151,0.31,-0.49,19.52,100.0,4.17,0.0,0.5798275605729689,327.68038349181984
23:11:01:18:06:41.508,2023-11-01T18:06:41.508Z,150,151,0.28,-0.49,19.45,100.0,4.17,0.0,0.5643580423808985,330.25511870305775
23:11:01:18:06:41.707,2023-11-01T18:06:41.707Z,150,151,0.17,-0.54,19.58,100.0,4.16,0.0,0.5661271941887265,342.52522574374433
23:11:01:18:06:41.906,2023-11-01T18:06:41.906Z,150,151,0.13,-0.54,19.46,100.0,4.16,0.0,0.5554277630799527,346.46414363086575
23:11:01:18:06:42.105,2023-11-01T18:06:42.105Z,150,151,0.08,-0.52,19.55,100.0,4.16,0.0,0.5261178575186363,351.25383773744477
23:11:01:18:06:42.309,2023-11-01T18:06:42.309Z,150,151,0.08,-0.52,19.58,100.0,4.16,0.0,0.5261178575186363,351.25383773744477
23:11:01:18:06:42.508,2023-11-01T18:06:42.508Z,150,151,0.1,-0.44,19.61,100.0,4.16,0.0,0.45122056690713913,347.19573393471325
23:11:01:18:06:42.707,2023-11-01T18:06:42.707Z,150,151,0.06,-0.39,19.71,100.0,4.17,0.0,0.39458839313897714,351.25383773744477
23:11:01:18:06:42.906,2023-11-01T18:06:42.906Z,150,151,0.17,-0.47,19.73,100.0,4.17,0.0,0.499799959983992,340.11483488614454
23:11:01:18:06:43.105,2023-11-01T18:06:43.105Z,150,151,0.07,-0.52,19.75,100.0,4.17,0.0,0.5246903848937963,352.33319573818585
23:11:01:18:06:43.309,2023-11-01T18:06:43.309Z,150,151,0.09,-0.4,19.71,100.0,4.17,0.0,0.41000000000000003,347.31961650818016
23:11:01:18:06:43.508,2023-11-01T18:06:43.508Z,150,151,0.01,-0.35,19.84,100.0,4.17,0.0,0.3501428280002319,358.36342295838324
23:11:01:18:06:43.707,2023-11-01T18:06:43.707Z,150,151,-0.0,-0.41,19.66,100.0,4.16,0.0,0.41,0.0
23:11:01:18:06:43.906,2023-11-01T18:06:43.906Z,150,151,-0.01,-0.46,19.42,100.0,4.16,0.0,0.46010868281309364,1.2453642667683198
23:11:01:18:06:44.105,2023-11-01T18:06:44.105Z,150,151,-0.0,-0.5,19.16,100.0,4.16,0.0,0.5,0.0
23:11:01:18:06:44.309,2023-11-01T18:06:44.309Z,150,151,-0.01,-0.47,19.16,100.0,4.16,0.0,0.4701063709417263,1.2188752351312928
23:11:01:18:06:44.508,2023-11-01T18:06:44.508Z,150,151,-0.0,-0.46,19.14,100.0,4.16,0.0,0.46,0.0
23:11:01:18:06:44.707,2023-11-01T18:06:44.707Z,150,151,-0.01,-0.4,19.35,100.0,4.17,0.0,0.4001249804748512,1.4320961841646636
23:11:01:18:06:44.906,2023-11-01T18:06:44.906Z,150,151,0.01,-0.36,19.36,100.0,4.17,0.0,0.3601388621073821,358.4088597288054
23:11:01:18:06:45.105,2023-11-01T18:06:45.105Z,150,151,0.01,-0.4,19.38,100.0,4.17,0.0,0.4001249804748512,358.5679038158354
23:11:01:18:06:45.309,2023-11-01T18:06:45.309Z,150,151,0.01,-0.3,19.66,100.0,4.17,0.0,0.30016662039607267,358.0908475670036
23:11:01:18:06:45.508,2023-11-01T18:06:45.508Z,150,151,0.05,-0.23,19.58,100.0,4.17,0.0,0.2353720459187964,347.7352262721076
23:11:01:18:06:45.707,2023-11-01T18:06:45.707Z,150,151,0.15,-0.18,19.66,100.0,4.16,0.0,0.23430749027719963,320.1944289077348
23:11:01:18:06:45.906,2023-11-01T18:06:45.906Z,150,151,0.22,-0.13,19.67,100.0,4.16,0.0,0.25553864678361277,300.579226872489
23:11:01:18:06:46.105,2023-11-01T18:06:46.105Z,150,151,0.14,0.04,20.18,100.0,4.16,0.0,0.14560219778561037,254.05460409907715
23:11:01:18:06:46.309,2023-11-01T18:06:46.309Z,150,151,0.17,-0.01,19.92,100.0,4.16,0.0,0.17029386365926402,273.3664606634298
23:11:01:18:06:46.508,2023-11-01T18:06:46.508Z,150,151,0.21,-0.0,19.97,100.0,4.16,0.0,0.21,270.0
23:11:01:18:06:46.707,2023-11-01T18:06:46.707Z,150,151,0.28,-0.01,19.65,100.0,4.17,0.0,0.280178514522438,272.04540848888723
23:11:01:18:06:46.906,2023-11-01T18:06:46.906Z,150,151,0.25,-0.02,19.76,100.0,4.17,0.0,0.25079872407968906,274.5739212599009
23:11:01:18:06:47.105,2023-11-01T18:06:47.105Z,150,151,0.31,-0.04,19.69,100.0,4.17,0.0,0.3125699921617557,277.3523793598924
23:11:01:18:06:47.309,2023-11-01T18:06:47.309Z,150,151,0.28,-0.05,19.79,100.0,4.17,0.0,0.28442925306655786,280.12467165539783
23:11:01:18:06:47.508,2023-11-01T18:06:47.508Z,150,151,0.22,0.01,19.85,100.0,4.17,0.0,0.2202271554554524,267.3974377975002
23:11:01:18:06:47.707,2023-11-01T18:06:47.707Z,150,151,0.22,-0.03,19.93,100.0,4.16,0.0,0.22203603311174516,277.76516601842536
23:11:01:18:06:47.906,2023-11-01T18:06:47.906Z,150,151,0.27,0.09,19.75,100.0,4.16,0.0,0.28460498941515416,251.56505117707798
23:11:01:18:06:48.105,2023-11-01T18:06:48.105Z,150,151,0.26,0.09,19.87,100.0,4.16,0.0,0.2751363298439521,250.9065079995144
23:11:01:18:06:48.309,2023-11-01T18:06:48.309Z,150,151,0.27,0.21,20.01,100.0,4.16,0.0,0.34205262752974136,232.1250163489018
23:11:01:18:06:48.508,2023-11-01T18:06:48.508Z,150,151,0.24,0.13,20.33,100.0,4.16,0.0,0.2729468812791236,241.55707137563664
23:11:01:18:06:48.707,2023-11-01T18:06:48.707Z,150,151,0.32,0.18,19.91,100.0,4.17,0.0,0.3671511950137164,240.64224645720873
23:11:01:18:06:48.906,2023-11-01T18:06:48.906Z,150,151,0.33,0.18,19.8,100.0,4.17,0.0,0.37589892258425006,241.3895403340348
23:11:01:18:06:49.105,2023-11-01T18:06:49.105Z,150,151,0.27,0.23,19.95,100.0,4.17,0.0,0.35468295701936403,229.57392125990086
23:11:01:18:06:49.309,2023-11-01T18:06:49.309Z,150,151,0.24,0.23,20.06,100.0,4.17,0.0,0.33241540277189324,226.2188752351313
23:11:01:18:06:49.508,2023-11-01T18:06:49.508Z,150,151,0.24,0.25,19.74,100.0,4.17,0.0,0.34655446902326914,223.83086067209257
23:11:01:18:06:49.707,2023-11-01T18:06:49.707Z,150,151,0.19,0.36,19.52,100.0,4.16,0.0,0.4070626487409524,207.82409638425327
23:11:01:18:06:49.906,2023-11-01T18:06:49.906Z,150,151,0.24,0.26,19.65,100.0,4.16,0.0,0.3538361202590827,222.70938995736145
23:11:01:18:06:50.105,2023-11-01T18:06:50.105Z,150,151,0.36,0.06,19.63,100.0,4.16,0.0,0.36496575181789315,260.5376777919744
23:11:01:18:06:50.309,2023-11-01T18:06:50.309Z,150,151,0.35,0.21,19.89,100.0,4.16,0.0,0.408166632639171,239.03624346792648
23:11:01:18:06:50.508,2023-11-01T18:06:50.508Z,150,151,0.25,0.35,19.8,100.0,4.16,0.0,0.4301162633521313,215.53767779197437
23:11:01:18:06:50.707,2023-11-01T18:06:50.707Z,150,151,0.26,0.23,19.64,100.0,4.17,0.0,0.34713109915419565,228.50353164478446
23:11:01:18:06:50.906,2023-11-01T18:06:50.906Z,150,151,0.38,0.25,19.53,100.0,4.17,0.0,0.45486261662176636,236.65929265352298
23:11:01:18:06:51.105,2023-11-01T18:06:51.105Z,150,151,0.43,0.22,19.66,100.0,4.17,0.0,0.4830113870293329,242.9044475062482
23:11:01:18:06:51.309,2023-11-01T18:06:51.309Z,150,151,0.44,0.17,19.93,100.0,4.17,0.0,0.4716990566028302,248.8752808539275
23:11:01:18:06:51.508,2023-11-01T18:06:51.508Z,150,151,0.36,0.25,19.89,100.0,4.17,0.0,0.4382921400162225,235.22216863363613
23:11:01:18:06:51.707,2023-11-01T18:06:51.707Z,150,151,0.41,0.3,19.63,100.0,4.16,0.0,0.5080354318352215,233.8067926944353
23:11:01:18:06:51.906,2023-11-01T18:06:51.906Z,150,151,0.38,0.27,19.99,100.0,4.16,0.0,0.46615448083226657,234.60520415501296
23:11:01:18:06:52.105,2023-11-01T18:06:52.105Z,150,151,0.39,0.2,19.84,100.0,4.16,0.0,0.4382921400162225,242.85031830221683
23:11:01:18:06:52.309,2023-11-01T18:06:52.309Z,150,151,0.39,0.17,19.9,100.0,4.16,0.0,0.425440947723653,246.44773632710536
23:11:01:18:06:52.508,2023-11-01T18:06:52.508Z,150,151,0.35,-0.04,19.85,100.0,4.16,0.0,0.3522782990761707,276.519801751657
23:11:01:18:06:52.707,2023-11-01T18:06:52.707Z,150,151,0.28,0.01,19.89,100.0,4.17,0.0,0.280178514522438,267.95459151111277
23:11:01:18:06:52.906,2023-11-01T18:06:52.906Z,150,151,0.23,-0.01,20.03,100.0,4.17,0.0,0.23021728866442678,272.4895529219992
23:11:01:18:06:53.105,2023-11-01T18:06:53.105Z,150,151,0.27,0.01,19.98,100.0,4.17,0.0,0.27018512172212594,267.87890360333853
23:11:01:18:06:53.309,2023-11-01T18:06:53.309Z,150,151,0.28,-0.06,19.94,100.0,4.17,0.0,0.2863564212655271,282.0947570770121
23:11:01:18:06:53.508,2023-11-01T18:06:53.508Z,150,151,0.26,0.06,20.08,100.0,4.17,0.0,0.2668332812825267,257.0053832080835
23:11:01:18:06:53.707,2023-11-01T18:06:53.707Z,150,151,0.15,-0.09,20.03,100.0,4.16,0.0,0.17492855684535902,300.96375653207355
23:11:01:18:06:53.906,2023-11-01T18:06:53.906Z,150,151,0.09,-0.1,20.01,100.0,4.16,0.0,0.13453624047073712,318.01278750418334
23:11:01:18:06:54.105,2023-11-01T18:06:54.105Z,150,151,0.09,-0.23,19.9,100.0,4.16,0.0,0.2469817807045694,338.6293777306568
23:11:01:18:06:54.309,2023-11-01T18:06:54.309Z,150,151,0.05,-0.17,20.28,100.0,4.16,0.0,0.17720045146669353,343.6104596659652
23:11:01:18:06:54.508,2023-11-01T18:06:54.508Z,150,151,0.09,-0.35,19.83,100.0,4.16,0.0,0.36138621999185305,345.579226872489
23:11:01:18:06:54.707,2023-11-01T18:06:54.707Z,150,151,0.07,-0.26,20.15,100.0,4.17,0.0,0.26925824035672524,344.9315118405078
23:11:01:18:06:54.906,2023-11-01T18:06:54.906Z,150,151,0.12,-0.23,19.92,100.0,4.17,0.0,0.25942243542145693,332.4471884232822
23:11:01:18:06:55.105,2023-11-01T18:06:55.105Z,150,151,0.09,-0.18,20.18,100.0,4.17,0.0,0.20124611797498107,333.434948822922
23:11:01:18:06:55.309,2023-11-01T18:06:55.309Z,150,151,0.09,0.08,20.25,100.0,4.17,0.0,0.12041594578792295,228.3664606634298
23:11:01:18:06:55.508,2023-11-01T18:06:55.508Z,150,151,0.13,0.28,20.26,100.0,4.17,0.0,0.30870698080866266,204.90476880809518
23:11:01:18:06:55.707,2023-11-01T18:06:55.707Z,150,151,0.12,0.09,20.3,100.0,4.16,0.0,0.15,233.13010235415598
23:11:01:18:06:55.906,2023-11-01T18:06:55.906Z,150,151,0.07,0.14,20.35,100.0,4.16,0.0,0.15652475842498528,206.56505117707798
23:11:01:18:06:56.105,2023-11-01T18:06:56.105Z,150,151,0.12,0.47,19.77,100.0,4.16,0.0,0.4850773134253961,194.32271997820357
23:11:01:18:06:56.309,2023-11-01T18:06:56.309Z,150,151,0.1,0.52,19.75,100.0,4.16,0.0,0.5295280917949491,190.88552705465872
23:11:01:18:06:56.508,2023-11-01T18:06:56.508Z,150,151,0.19,0.47,19.76,100.0,4.16,0.0,0.5069516742254631,202.01128319791934
23:11:01:18:06:56.707,2023-11-01T18:06:56.707Z,150,151,0.03,0.52,20.21,100.0,4.17,0.0,0.5208646657242167,183.301865674435
23:11:01:18:06:56.906,2023-11-01T18:06:56.906Z,150,151,0.05,0.45,20.25,100.0,4.17,0.0,0.45276925690687087,186.34019174590992
23:11:01:18:06:57.105,2023-11-01T18:06:57.105Z,150,151,0.05,0.42,20.3,100.0,4.17,0.0,0.422965719651132,186.78897457443878
23:11:01:18:06:57.309,2023-11-01T18:06:57.309Z,150,151,0.1,0.3,19.87,100.0,4.17,0.0,0.31622776601683794,198.43494882292202
23:11:01:18:06:57.508,2023-11-01T18:06:57.508Z,150,151,0.08,0.35,19.86,100.0,4.17,0.0,0.3590264614203248,192.87500155961249
23:11:01:18:06:57.707,2023-11-01T18:06:57.707Z,150,151,0.2,0.2,19.71,100.0,4.16,0.0,0.28284271247461906,225.0
23:11:01:18:06:57.906,2023-11-01T18:06:57.906Z,150,151,0.2,-0.24,19.23,100.0,4.16,0.0,0.3124099870362662,320.1944289077348
23:11:01:18:06:58.105,2023-11-01T18:06:58.105Z,150,151,0.04,-0.22,19.54,100.0,4.16,0.0,0.22360679774997896,349.695153531234
23:11:01:18:06:58.309,2023-11-01T18:06:58.309Z,150,151,0.25,-0.23,19.67,100.0,4.16,0.0,0.3397057550292606,312.6140559696112
23:11:01:18:06:58.508,2023-11-01T18:06:58.508Z,150,151,0.18,-0.25,19.76,100.0,4.16,0.0,0.3080584360149873,324.24611274556327
23:11:01:18:06:58.707,2023-11-01T18:06:58.707Z,150,151,0.39,-0.28,19.41,100.0,4.17,0.0,0.4801041553663122,305.676408221862
23:11:01:18:06:58.906,2023-11-01T18:06:58.906Z,150,151,0.53,-0.23,19.28,100.0,4.17,0.0,0.5777542730261715,293.45902408146156
23:11:01:18:06:59.105,2023-11-01T18:06:59.105Z,150,151,0.24,-0.14,19.76,100.0,4.17,0.0,0.2778488797889961,300.25643716352926
23:11:01:18:06:59.309,2023-11-01T18:06:59.309Z,150,151,0.07,-0.4,19.67,100.0,4.17,0.0,0.40607881008493907,350.0737544933483
23:11:01:18:06:59.508,2023-11-01T18:06:59.508Z,150,151,0.05,-0.42,19.72,100.0,4.17,0.0,0.422965719651132,353.2110254255612
23:11:01:18:06:59.707,2023-11-01T18:06:59.707Z,150,151,0.16,-0.36,19.77,100.0,4.16,0.0,0.39395431207184417,336.03751102542185
23:11:01:18:06:59.906,2023-11-01T18:06:59.906Z,150,151,0.21,-0.35,19.59,100.0,4.16,0.0,0.408166632639171,329.0362434679265
23:11:01:18:07:00.105,2023-11-01T18:07:00.105Z,150,151,0.35,-0.2,19.49,100.0,4.16,0.0,0.40311288741492746,299.74488129694225
23:11:01:18:07:00.309,2023-11-01T18:07:00.309Z,150,151,0.14,-0.34,19.8,100.0,4.16,0.0,0.36769552621700474,337.61986494804046
23:11:01:18:07:00.508,2023-11-01T18:07:00.508Z,150,151,0.05,-0.24,20.28,100.0,4.16,0.0,0.24515301344262524,348.23171106797935
23:11:01:18:07:00.707,2023-11-01T18:07:00.707Z,150,151,0.01,0.11,20.29,100.0,4.17,0.0,0.11045361017187261,185.1944289077348
23:11:01:18:07:00.906,2023-11-01T18:07:00.906Z,150,151,-0.0,0.33,20.38,100.0,4.17,0.0,0.33,180.0
23:11:01:18:07:01.105,2023-11-01T18:07:01.105Z,150,151,0.02,0.2,20.84,100.0,4.17,0.0,0.2009975124224178,185.71059313749964
23:11:01:18:07:01.309,2023-11-01T18:07:01.309Z,150,151,-0.01,0.31,20.74,100.0,4.17,0.0,0.3101612483854165,178.1523897340054
23:11:01:18:07:01.508,2023-11-01T18:07:01.508Z,150,151,0.04,0.36,20.43,100.0,4.17,0.0,0.36221540552549664,186.34019174590992
23:11:01:18:07:01.707,2023-11-01T18:07:01.707Z,150,151,0.05,0.28,20.67,100.0,4.16,0.0,0.28442925306655786,190.1246716553978
23:11:01:18:07:01.906,2023-11-01T18:07:01.906Z,150,151,0.02,0.32,20.14,100.0,4.16,0.0,0.32062439083762795,183.57633437499734
23:11:01:18:07:02.105,2023-11-01T18:07:02.105Z,150,151,0.01,0.32,20.75,100.0,4.16,0.0,0.32015621187164245,181.78991060824606
23:11:01:18:07:02.309,2023-11-01T18:07:02.309Z,150,151,0.09,-0.06,20.11,100.0,4.16,0.0,0.10816653826391967,303.69006752597977
23:11:01:18:07:02.508,2023-11-01T18:07:02.508Z,150,151,0.06,0.07,20.24,100.0,4.16,0.0,0.09219544457292887,220.60129464500446
23:11:01:18:07:02.707,2023-11-01T18:07:02.707Z,150,151,0.04,0.2,20.21,100.0,4.17,0.0,0.20396078054371142,191.30993247402023
23:11:01:18:07:02.906,2023-11-01T18:07:02.906Z,150,151,0.16,-0.03,20.71,100.0,4.17,0.0,0.16278820596099708,280.61965527615513
23:11:01:18:07:03.105,2023-11-01T18:07:03.105Z,150,151,0.33,-0.02,20.81,100.0,4.17,0.0,0.3306055050963308,273.4682292589171
23:11:01:18:07:03.309,2023-11-01T18:07:03.309Z,150,151,0.26,0.01,20.68,100.0,4.17,0.0,0.2601922366251538,267.7974018382342
23:11:01:18:07:03.508,2023-11-01T18:07:03.508Z,150,151,0.22,0.05,20.51,100.0,4.17,0.0,0.22561028345356957,257.19573393471325
23:11:01:18:07:03.707,2023-11-01T18:07:03.707Z,150,151,0.25,0.06,21.09,100.0,4.16,0.0,0.2570992026436488,256.50426671920417
