raw_ts,ts,sn1,sn2,U,V,T,BatteryPct,BattV,BattC,VectorMag,VectorDir
23:11:01:18:05:51.109,2023-11-01T18:05:51.109Z,150,151,-0.02,-0.27,19.6,100.0,4.16,0.0,0.2707397274136177,4.236394799058871
23:11:01:18:05:51.309,2023-11-01T18:05:51.309Z,150,151,-0.02,-0.32,19.74,100.0,4.16,0.0,0.32062439083762795,3.576334374997373
23:11:01:18:05:51.508,2023-11-01T18:05:51.508Z,150,151,-0.01,-0.41,19.69,100.0,4.18,0.0,0.4101219330881975,1.3971810272963694
23:11:01:18:05:51.707,2023-11-01T18:05:51.707Z,150,151,-0.07,-0.29,20.11,100.0,4.18,0.0,0.29832867780352595,13.57043438516149
23:11:01:18:05:51.906,2023-11-01T18:05:51.906Z,150,151,-0.02,-0.4,19.55,100.0,4.18,0.0,0.4004996878900158,2.8624052261117185
23:11:01:18:05:52.109,2023-11-01T18:05:52.109Z,150,151,-0.13,-0.41,19.48,100.0,4.18,0.0,0.4301162633521313,17.592424562181577
23:11:01:18:05:52.309,2023-11-01T18:05:52.309Z,150,151,-0.12,-0.36,19.47,100.0,4.18,0.0,0.3794733192202055,18.434948822922024
23:11:01:18:05:52.508,2023-11-01T18:05:52.508Z,150,151,-0.11,-0.29,19.72,100.0,4.16,0.0,0.3101612483854164,20.772254682045855
23:11:01:18:05:52.707,2023-11-01T18:05:52.707Z,150,151,-0.12,-0.29,19.66,100.0,4.16,0.0,0.3138470965295043,22.479434397103148
23:11:01:18:05:52.906,2023-11-01T18:05:52.906Z,150,151,-0.22,-0.25,19.63,100.0,4.16,0.0,0.3330165161069342,41.347777219693626
23:11:01:18:05:53.109,2023-11-01T18:05:53.109Z,150,151,-0.07,-0.33,19.55,100.0,4.16,0.0,0.33734255586866,11.976132444203358
23:11:01:18:05:53.309,2023-11-01T18:05:53.309Z,150,151,-0.21,-0.26,19.28,100.0,4.16,0.0,0.33421549934136807,38.92754359279229
23:11:01:18:05:53.508,2023-11-01T18:05:53.508Z,150,151,-0.27,-0.29,19.4,100.0,4.17,0.0,0.396232255123179,42.95459151111277
23:11:01:18:05:53.707,2023-11-01T18:05:53.707Z,150,151,-0.3,-0.18,20.18,100.0,4.17,0.0,0.34985711369071804,59.03624346792651
23:11:01:18:05:53.906,2023-11-01T18:05:53.906Z,150,151,-0.22,-0.11,20.86,100.0,4.17,0.0,0.24596747752497686,63.434948822922024
23:11:01:18:05:54.109,2023-11-01T18:05:54.109Z,150,151,-0.24,-0.07,20.28,100.0,4.17,0.0,0.25,73.7397952916881
23:11:01:18:05:54.309,2023-11-01T18:05:54.309Z,150,151,-0.27,0.0,20.39,100.0,4.17,0.0,0.27,90.0
23:11:01:18:05:54.508,2023-11-01T18:05:54.508Z,150,151,-0.09,0.08,20.3,100.0,4.16,0.0,0.12041594578792295,131.63353933657018
23:11:01:18:05:54.707,2023-11-01T18:05:54.707Z,150,151,-0.11,0.09,20.36,100.0,4.16,0.0,0.14212670403551894,129.28940686250033
23:11:01:18:05:54.906,2023-11-01T18:05:54.906Z,150,151,-0.11,0.13,20.71,100.0,4.16,0.0,0.17029386365926402,139.7636416907262
23:11:01:18:05:55.109,2023-11-01T18:05:55.109Z,150,151,-0.1,-0.05,20.57,100.0,4.16,0.0,0.1118033988749895,63.434948822922024
23:11:01:18:05:55.309,2023-11-01T18:05:55.309Z,150,151,-0.06,0.01,20.43,100.0,4.16,0.0,0.0608276253029822,99.4623222080256
23:11:01:18:05:55.508,2023-11-01T18:05:55.508Z,150,151,-0.11,0.01,20.4,100.0,4.17,0.0,0.11045361017187261,95.19442890773482
23:11:01:18:05:55.707,2023-11-01T18:05:55.707Z,150,151,-0.15,0.05,20.23,100.0,4.17,0.0,0.15811388300841897,108.43494882292202
23:11:01:18:05:55.906,2023-11-01T18:05:55.906Z,150,151,-0.15,0.03,20.68,100.0,4.17,0.0,0.15297058540778355,101.3099324740202
23:11:01:18:05:56.109,2023-11-01T18:05:56.109Z,150,151,-0.08,0.14,20.81,100.0,4.17,0.0,0.161245154965971,150.25511870305775
23:11:01:18:05:56.309,2023-11-01T18:05:56.309Z,150,151,-0.11,0.05,20.95,100.0,4.17,0.0,0.12083045973594572,114.44395478041653
23:11:01:18:05:56.508,2023-11-01T18:05:56.508Z,150,151,-0.0,0.18,20.25,100.0,4.16,0.0,0.18,180.0
23:11:01:18:05:56.707,2023-11-01T18:05:56.707Z,150,151,-0.08,0.17,20.64,100.0,4.16,0.0,0.18788294228055938,154.7988763545249
23:11:01:18:05:56.906,2023-11-01T18:05:56.906Z,150,151,-0.02,0.04,21.01,100.0,4.16,0.0,0.044721359549995794,153.43494882292202
23:11:01:18:05:57.109,2023-11-01T18:05:57.109Z,150,151,-0.03,0.04,20.9,100.0,4.16,0.0,0.05,143.13010235415598
23:11:01:18:05:57.309,2023-11-01T18:05:57.309Z,150,151,0.02,0.21,20.29,100.0,4.16,0.0,0.21095023109728983,185.44033203100548
23:11:01:18:05:57.508,2023-11-01T18:05:57.508Z,150,151,-0.02,0.19,20.11,100.0,4.17,0.0,0.191049731745428,173.99099404250546
23:11:01:18:05:57.707,2023-11-01T18:05:57.707Z,150,151,0.0,0.19,20.28,100.0,4.17,0.0,0.19,180.0
23:11:01:18:05:57.906,2023-11-01T18:05:57.906Z,150,151,-0.02,0.16,20.97,100.0,4.17,0.0,0.161245154965971,172.8749836510982
23:11:01:18:05:58.109,2023-11-01T18:05:58.109Z,150,151,0.02,0.16,22.1,100.0,4.17,0.0,0.161245154965971,187.1250163489018
23:11:01:18:05:58.309,2023-11-01T18:05:58.309Z,150,151,0.14,-0.0,22.55,100.0,4.17,0.0,0.14,270.0
23:11:01:18:05:58.508,2023-11-01T18:05:58.508Z,150,151,0.08,0.17,22.13,100.0,4.16,0.0,0.18788294228055938,205.2011236454751
23:11:01:18:05:58.707,2023-11-01T18:05:58.707Z,150,151,0.08,0.18,21.99,100.0,4.16,0.0,0.19697715603592209,203.96248897457818
23:11:01:18:05:58.906,2023-11-01T18:05:58.906Z,150,151,0.09,0.1,21.54,100.0,4.16,0.0,0.13453624047073712,221.98721249581666
23:11:01:18:05:59.109,2023-11-01T18:05:59.109Z,150,151,0.04,0.1,21.01,100.0,4.16,0.0,0.1077032961426901,201.80140948635182
23:11:01:18:05:59.309,2023-11-01T18:05:59.309Z,150,151,0.09,0.08,20.77,100.0,4.16,0.0,0.12041594578792295,228.3664606634298
23:11:01:18:05:59.508,2023-11-01T18:05:59.508Z,150,151,0.09,0.08,20.62,100.0,4.18,0.0,0.12041594578792295,228.3664606634298
23:11:01:18:05:59.707,2023-11-01T18:05:59.707Z,150,151,0.09,0.15,20.55,100.0,4.18,0.0,0.17492855684535902,210.96375653207352
23:11:01:18:05:59.906,2023-11-01T18:05:59.906Z,150,151,0.03,0.24,19.93,100.0,4.18,0.0,0.24186773244895649,187.1250163489018
23:11:01:18:06:00.109,2023-11-01T18:06:00.109Z,150,151,0.1,0.26,19.82,100.0,4.18,0.0,0.2785677655436824,201.0375110254218
23:11:01:18:06:00.309,2023-11-01T18:06:00.309Z,150,151,0.17,0.08,20.77,100.0,4.18,0.0,0.18788294228055938,244.79887635452494
23:11:01:18:06:00.508,2023-11-01T18:06:00.508Z,150,151,0.17,0.1,21.82,100.0,4.16,0.0,0.1972308292331602,239.5344550805401
23:11:01:18:06:00.707,2023-11-01T18:06:00.707Z,150,151,0.14,0.01,22.35,100.0,4.16,0.0,0.14035668847618202,265.9143832200251
23:11:01:18:06:00.906,2023-11-01T18:06:00.906Z,150,151,0.09,0.06,22.02,100.0,4.16,0.0,0.10816653826391967,236.30993247402023
23:11:01:18:06:01.109,2023-11-01T18:06:01.109Z,150,151,0.13,0.05,21.76,100.0,4.16,0.0,0.1392838827718412,248.96248897457818
23:11:01:18:06:01.309,2023-11-01T18:06:01.309Z,150,151,0.14,0.1,21.48,100.0,4.16,0.0,0.17204650534085256,234.46232220802563
23:11:01:18:06:01.508,2023-11-01T18:06:01.508Z,150,151,0.16,0.11,21.12,100.0,4.17,0.0,0.194164878389476,235.4914770123316
23:11:01:18:06:01.707,2023-11-01T18:06:01.707Z,150,151,0.17,0.12,21.68,100.0,4.17,0.0,0.20808652046684814,234.78240703180728
23:11:01:18:06:01.906,2023-11-01T18:06:01.906Z,150,151,0.16,0.05,21.08,100.0,4.17,0.0,0.1676305461424021,252.64597536373867
23:11:01:18:06:02.109,2023-11-01T18:06:02.109Z,150,151,0.21,0.08,20.81,100.0,4.17,0.0,0.22472205054244232,249.14554196042164
23:11:01:18:06:02.309,2023-11-01T18:06:02.309Z,150,151,0.19,0.03,20.41,100.0,4.17,0.0,0.19235384061671346,261.0273733851036
23:11:01:18:06:02.508,2023-11-01T18:06:02.508Z,150,151,0.27,0.16,20.07,100.0,4.16,0.0,0.3138470965295043,239.34933204294714
23:11:01:18:06:02.707,2023-11-01T18:06:02.707Z,150,151,0.21,0.18,19.67,100.0,4.16,0.0,0.2765863337187866,229.3987053549955
23:11:01:18:06:02.906,2023-11-01T18:06:02.906Z,150,151,0.26,0.04,19.91,100.0,4.16,0.0,0.26305892875931813,261.25383773744477
23:11:01:18:06:03.109,2023-11-01T18:06:03.109Z,150,151,0.37,-0.06,19.93,100.0,4.16,0.0,0.3748332962798262,279.21102654081665
23:11:01:18:06:03.309,2023-11-01T18:06:03.309Z,150,151,0.44,0.1,20.17,100.0,4.16,0.0,0.45122056690713913,257.19573393471325
23:11:01:18:06:03.508,2023-11-01T18:06:03.508Z,150,151,0.46,0.05,20.87,100.0,4.17,0.0,0.46270941205037097,263.79655209830815
23:11:01:18:06:03.707,2023-11-01T18:06:03.707Z,150,151,0.27,0.1,21.07,100.0,4.17,0.0,0.2879236009777594,249.67686317033707
23:11:01:18:06:03.906,2023-11-01T18:06:03.906Z,150,151,0.42,-0.11,20.98,100.0,4.17,0.0,0.43416586692184816,284.67639313745
23:11:01:18:06:04.109,2023-11-01T18:06:04.109Z,150,151,0.48,-0.15,20.82,100.0,4.17,0.0,0.5028916384272063,287.35402463626133
23:11:01:18:06:04.309,2023-11-01T18:06:04.309Z,150,151,0.5,-0.03,20.72,100.0,4.17,0.0,0.5008991914547277,273.4336303624505
23:11:01:18:06:04.508,2023-11-01T18:06:04.508Z,150,151,0.47,-0.05,20.59,100.0,4.16,0.0,0.47265209192385893,276.0724564072077
23:11:01:18:06:04.707,2023-11-01T18:06:04.707Z,150,151,0.51,0.12,20.22,100.0,4.16,0.0,0.5239274758971895,256.7594800848128
23:11:01:18:06:04.906,2023-11-01T18:06:04.906Z,150,151,0.49,0.3,19.93,100.0,4.16,0.0,0.5745432968889289,238.523160650416
23:11:01:18:06:05.109,2023-11-01T18:06:05.109Z,150,151,0.53,0.24,20.21,100.0,4.16,0.0,0.5818075283115542,245.63754698468782
23:11:01:18:06:05.309,2023-11-01T18:06:05.309Z,150,151,0.45,0.04,20.37,100.0,4.16,0.0,0.4517742799230607,264.92039213998544
23:11:01:18:06:05.508,2023-11-01T18:06:05.508Z,150,151,0.39,0.05,20.43,100.0,4.17,0.0,0.39319206502675,262.69424046668917
23:11:01:18:06:05.707,2023-11-01T18:06:05.707Z,150,151,0.32,0.1,20.49,100.0,4.17,0.0,0.3352610922848042,252.64597536373867
23:11:01:18:06:05.906,2023-11-01T18:06:05.906Z,150,151,0.25,0.15,20.93,100.0,4.17,0.0,0.291547594742265,239.03624346792648
23:11:01:18:06:06.109,2023-11-01T18:06:06.109Z,150,151,0.32,0.09,20.85,100.0,4.17,0.0,0.33241540277189324,254.29136217098426
23:11:01:18:06:06.309,2023-11-01T18:06:06.309Z,150,151,0.31,0.13,20.55,100.0,4.17,0.0,0.3361547262794322,247.24902365721238
23:11:01:18:06:06.508,2023-11-01T18:06:06.508Z,150,151,0.41,0.27,20.22,100.0,4.16,0.0,0.4909175083453431,236.63363399894044
23:11:01:18:06:06.707,2023-11-01T18:06:06.707Z,150,151,0.36,0.23,19.83,100.0,4.16,0.0,0.42720018726587655,237.4259428654275
23:11:01:18:06:06.906,2023-11-01T18:06:06.906Z,150,151,0.45,0.22,19.74,100.0,4.16,0.0,0.5008991914547277,243.94650468950906
23:11:01:18:06:07.109,2023-11-01T18:06:07.109Z,150,151,0.43,0.08,19.92,100.0,4.16,0.0,0.43737855457258074,259.46081627137175
23:11:01:18:06:07.309,2023-11-01T18:06:07.309Z,150,151,0.7,0.39,19.87,100.0,4.16,0.0,0.8013114251026251,240.87594650522257
23:11:01:18:06:07.508,2023-11-01T18:06:07.508Z,150,151,0.88,0.36,20.0,100.0,4.17,0.0,0.950789145920377,247.75097634278762
23:11:01:18:06:07.707,2023-11-01T18:06:07.707Z,150,151,0.99,0.42,19.66,100.0,4.17,0.0,1.0754068997360953,247.01128319791937
23:11:01:18:06:07.906,2023-11-01T18:06:07.906Z,150,151,0.88,0.47,19.8,100.0,4.17,0.0,0.9976472322419383,241.89373017919812
23:11:01:18:06:08.109,2023-11-01T18:06:08.109Z,150,151,0.84,0.37,19.63,100.0,4.17,0.0,0.917877987534291,246.2276511886353
23:11:01:18:06:08.309,2023-11-01T18:06:08.309Z,150,151,0.72,0.36,20.04,100.0,4.17,0.0,0.8049844718999243,243.43494882292202
23:11:01:18:06:08.508,2023-11-01T18:06:08.508Z,150,151,0.78,0.36,20.12,100.0,4.16,0.0,0.8590692637965812,245.22485943116808
23:11:01:18:06:08.707,2023-11-01T18:06:08.707Z,150,151,0.77,0.36,20.0,100.0,4.16,0.0,0.85,244.94238458169698
23:11:01:18:06:08.906,2023-11-01T18:06:08.906Z,150,151,0.63,0.34,20.01,100.0,4.16,0.0,0.7158910531638177,241.64503821467594
23:11:01:18:06:09.109,2023-11-01T18:06:09.109Z,150,151,0.76,0.3,20.3,100.0,4.16,0.0,0.8170679286326199,248.45902408146156
23:11:01:18:06:09.309,2023-11-01T18:06:09.309Z,150,151,0.71,0.17,20.36,100.0,4.16,0.0,0.7300684899377592,256.5347919051883
23:11:01:18:06:09.508,2023-11-01T18:06:09.508Z,150,151,0.69,0.2,20.36,100.0,4.17,0.0,0.7184010022264723,253.83550084774308
23:11:01:18:06:09.707,2023-11-01T18:06:09.707Z,150,151,0.65,0.13,20.35,100.0,4.17,0.0,0.662872536767062,258.69006752597977
23:11:01:18:06:09.906,2023-11-01T18:06:09.906Z,150,151,0.65,0.11,20.25,100.0,4.17,0.0,0.6592419889539805,260.3947958449871
23:11:01:18:06:10.109,2023-11-01T18:06:10.109Z,150,151,0.68,0.11,19.93,100.0,4.17,0.0,0.688839603971781,260.81116392264124
23:11:01:18:06:10.309,2023-11-01T18:06:10.309Z,150,151,0.67,0.31,20.18,100.0,4.17,0.0,0.73824115301167,245.1706534118504
23:11:01:18:06:10.508,2023-11-01T18:06:10.508Z,150,151,0.68,0.04,20.47,100.0,4.16,0.0,0.6811754546370561,266.6335393365702
23:11:01:18:06:10.707,2023-11-01T18:06:10.707Z,150,151,0.6,0.07,20.7,100.0,4.16,0.0,0.6040695324215583,263.3455749539934
23:11:01:18:06:10.906,2023-11-01T18:06:10.906Z,150,151,0.71,0.13,20.65,100.0,4.16,0.0,0.7218032973047436,259.62415507994893
23:11:01:18:06:11.109,2023-11-01T18:06:11.109Z,150,151,0.77,0.13,20.51,100.0,4.16,0.0,0.7808969202141856,260.4170552764674
23:11:01:18:06:11.309,2023-11-01T18:06:11.309Z,150,151,0.72,0.08,20.44,100.0,4.16,0.0,0.7244308110509933,263.6598082540901
23:11:01:18:06:11.508,2023-11-01T18:06:11.508Z,150,151,0.73,0.31,20.16,100.0,4.17,0.0,0.793095202355934,246.99112991717712
23:11:01:18:06:11.707,2023-11-01T18:06:11.707Z,150,151,0.63,-0.1,20.15,100.0,4.17,0.0,0.6378871373526825,279.0193224313817
23:11:01:18:06:11.906,2023-11-01T18:06:11.906Z,150,151,0.63,0.07,20.5,100.0,4.17,0.0,0.6338769596696192,263.6598082540901
23:11:01:18:06:12.109,2023-11-01T18:06:12.109Z,150,151,0.73,0.06,20.42,100.0,4.17,0.0,0.7324616030891995,265.30131948270053
23:11:01:18:06:12.309,2023-11-01T18:06:12.309Z,150,151,0.82,0.01,20.14,100.0,4.17,0.0,0.8200609733428362,269.3013056170165
23:11:01:18:06:12.508,2023-11-01T18:06:12.508Z,150,151,1.02,-0.22,20.35,100.0,4.16,0.0,1.0434557968596465,282.17145820858747
23:11:01:18:06:12.707,2023-11-01T18:06:12.707Z,150,151,0.99,-0.18,19.72,100.0,4.16,0.0,1.0062305898749053,280.304846468766
23:11:01:18:06:12.906,2023-11-01T18:06:12.906Z,150,151,0.84,-0.01,19.6,100.0,4.16,0.0,0.8400595217006946,270.68206039317266
23:11:01:18:06:13.105,2023-11-01T18:06:13.105Z,150,151,0.89,0.12,19.74,100.0,4.16,0.0,0.8980534505250787,262.3210361926313
23:11:01:18:06:13.309,2023-11-01T18:06:13.309Z,150,151,1.05,0.02,19.61,100.0,4.16,0.0,1.0501904589168576,268.9087837747374
23:11:01:18:06:13.508,2023-11-01T18:06:13.508Z,150,151,1.12,0.01,19.5,100.0,4.17,0.0,1.120044641967453,269.48844413341294
23:11:01:18:06:13.707,2023-11-01T18:06:13.707Z,150,151,1.12,0.16,19.38,100.0,4.17,0.0,1.1313708498984762,261.86989764584405
23:11:01:18:06:13.906,2023-11-01T18:06:13.906Z,150,151,1.1,0.19,19.14,100.0,4.17,0.0,1.116288493177279,260.20015133113236
23:11:01:18:06:14.109,2023-11-01T18:06:14.109Z,150,151,0.99,0.22,19.2,100.0,4.17,0.0,1.0141498903022177,257.4711922908485
23:11:01:18:06:14.309,2023-11-01T18:06:14.309Z,150,151,1.0,0.23,19.2,100.0,4.17,0.0,1.0261091559868276,257.04723548662446
23:11:01:18:06:14.508,2023-11-01T18:06:14.508Z,150,151,1.02,0.24,19.06,100.0,4.16,0.0,1.047854951794379,256.7594800848128
23:11:01:18:06:14.707,2023-11-01T18:06:14.707Z,150,151,1.09,0.2,19.75,100.0,4.16,0.0,1.1081967334368028,259.6026664775637
23:11:01:18:06:14.906,2023-11-01T18:06:14.906Z,150,151,1.34,0.43,19.82,100.0,4.16,0.0,1.407302383995707,252.20879689125337
23:11:01:18:06:15.105,2023-11-01T18:06:15.105Z,150,151,1.2,0.51,20.02,100.0,4.16,0.0,1.3038788287260439,246.97450799147197
23:11:01:18:06:15.309,2023-11-01T18:06:15.309Z,150,151,1.12,0.31,19.96,100.0,4.16,0.0,1.1621101496846158,254.52867183447987
23:11:01:18:06:15.508,2023-11-01T18:06:15.508Z,150,151,1.1,0.5,19.92,100.0,4.17,0.0,1.2083045973594573,245.55604521958347
23:11:01:18:06:15.707,2023-11-01T18:06:15.707Z,150,151,1.07,0.43,19.99,100.0,4.17,0.0,1.15316954521007,248.1063268582716
23:11:01:18:06:15.906,2023-11-01T18:06:15.906Z,150,151,1.03,0.33,19.53,100.0,4.17,0.0,1.0815729286552986,252.23514669930253
23:11:01:18:06:16.105,2023-11-01T18:06:16.105Z,150,151,1.12,0.14,19.51,100.0,4.17,0.0,1.128716084761797,262.8749836510982
23:11:01:18:06:16.309,2023-11-01T18:06:16.309Z,150,151,1.06,0.15,19.95,100.0,4.17,0.0,1.0705606008068858,261.94558555361823
23:11:01:18:06:16.508,2023-11-01T18:06:16.508Z,150,151,0.89,0.11,20.12,100.0,4.16,0.0,0.8967719888578144,262.9542308751325
23:11:01:18:06:16.707,2023-11-01T18:06:16.707Z,150,151,0.74,0.0,20.29,100.0,4.16,0.0,0.74,270.0
23:11:01:18:06:16.906,2023-11-01T18:06:16.906Z,150,151,0.79,0.16,20.45,100.0,4.16,0.0,0.8060397012554655,258.5506620115
23:11:01:18:06:17.105,2023-11-01T18:06:17.105Z,150,151,0.85,0.22,20.91,100.0,4.16,0.0,0.8780091115700337,255.48894049983093
23:11:01:18:06:17.309,2023-11-01T18:06:17.309Z,150,151,0.95,0.21,20.9,100.0,4.16,0.0,0.9729337079164233,257.53506715793503
23:11:01:18:06:17.508,2023-11-01T18:06:17.508Z,150,151,1.04,0.19,20.65,100.0,4.17,0.0,1.0572133181151286,259.64667995607056
23:11:01:18:06:17.707,2023-11-01T18:06:17.707Z,150,151,0.93,0.09,20.63,100.0,4.17,0.0,0.9343446901438462,264.4724598483438
23:11:01:18:06:17.906,2023-11-01T18:06:17.906Z,150,151,1.09,0.06,20.65,100.0,4.17,0.0,1.0916501271011698,266.84928358673227
23:11:01:18:06:18.105,2023-11-01T18:06:18.105Z,150,151,1.06,-0.08,19.77,100.0,4.17,0.0,1.063014581273465,274.3160275198656
23:11:01:18:06:18.309,2023-11-01T18:06:18.309Z,150,151,0.97,0.07,20.4,100.0,4.17,0.0,0.9725224933131367,265.8724082974883
23:11:01:18:06:18.508,2023-11-01T18:06:18.508Z,150,151,0.96,0.21,20.42,100.0,4.16,0.0,0.982700361249552,257.6609127216738
23:11:01:18:06:18.707,2023-11-01T18:06:18.707Z,150,151,1.05,0.24,20.76,100.0,4.16,0.0,1.0770793842609745,257.1249984403875
23:11:01:18:06:18.906,2023-11-01T18:06:18.906Z,150,151,0.99,0.01,20.61,100.0,4.16,0.0,0.9900505037623081,269.4212744343922
23:11:01:18:06:19.105,2023-11-01T18:06:19.105Z,150,151,0.91,0.16,20.79,100.0,4.16,0.0,0.9239588735436226,260.0279423126689
23:11:01:18:06:19.309,2023-11-01T18:06:19.309Z,150,151,1.08,0.0,19.59,100.0,4.16,0.0,1.08,270.0
23:11:01:18:06:19.508,2023-11-01T18:06:19.508Z,150,151,1.14,-0.08,19.88,100.0,4.17,0.0,1.1428035701729322,274.01417569541104
23:11:01:18:06:19.707,2023-11-01T18:06:19.707Z,150,151,1.17,-0.26,20.33,100.0,4.17,0.0,1.1985407794480754,282.5288077091515
23:11:01:18:06:19.906,2023-11-01T18:06:19.906Z,150,151,1.06,-0.01,20.09,100.0,4.17,0.0,1.0600471687618434,270.5405101871307
23:11:01:18:06:20.105,2023-11-01T18:06:20.105Z,150,151,0.9,0.05,20.3,100.0,4.17,0.0,0.9013878188659973,266.8201698801358
23:11:01:18:06:20.309,2023-11-01T18:06:20.309Z,150,151,0.86,-0.1,20.51,100.0,4.17,0.0,0.8657944328765345,276.63251461513846
23:11:01:18:06:20.508,2023-11-01T18:06:20.508Z,150,151,0.89,0.08,20.66,100.0,4.17,0.0,0.8935882720806042,264.86362150757225
23:11:01:18:06:20.707,2023-11-01T18:06:20.707Z,150,151,1.11,0.1,20.41,100.0,4.17,0.0,1.114495401515861,264.8521151758637
23:11:01:18:06:20.906,2023-11-01T18:06:20.906Z,150,151,0.9,0.19,20.82,100.0,4.17,0.0,0.9198369420718001,258.0792614600777
23:11:01:18:06:21.105,2023-11-01T18:06:21.105Z,150,151,0.88,0.14,20.75,100.0,4.17,0.0,0.8910667763978185,260.9605171966449
23:11:01:18:06:21.309,2023-11-01T18:06:21.309Z,150,151,0.91,0.31,20.72,100.0,4.17,0.0,0.9613532129243653,251.18811069748085
23:11:01:18:06:21.508,2023-11-01T18:06:21.508Z,150,151,0.99,0.33,20.88,100.0,4.17,0.0,1.0435516278555652,251.56505117707798
23:11:01:18:06:21.707,2023-11-01T18:06:21.707Z,150,151,0.95,0.12,20.92,100.0,4.17,0.0,0.9575489543621255,262.8007663616323
23:11:01:18:06:21.906,2023-11-01T18:06:21.906Z,150,151,1.02,0.18,20.66,100.0,4.17,0.0,1.035760590097924,259.99202019855863
23:11:01:18:06:22.105,2023-11-01T18:06:22.105Z,150,151,1.02,0.17,20.87,100.0,4.17,0.0,1.0340696301506973,260.5376777919744
23:11:01:18:06:22.309,2023-11-01T18:06:22.309Z,150,151,0.91,0.18,20.83,100.0,4.17,0.0,0.9276313923105449,258.8112000717482
23:11:01:18:06:22.508,2023-11-01T18:06:22.508Z,150,151,0.86,0.14,20.88,100.0,4.16,0.0,0.8713208364316786,260.75388725443673
23:11:01:18:06:22.707,2023-11-01T18:06:22.707Z,150,151,0.88,0.1,20.8,100.0,4.16,0.0,0.8856635930193811,263.5169263071028
23:11:01:18:06:22.906,2023-11-01T18:06:22.906Z,150,151,1.33,0.16,20.19,100.0,4.16,0.0,1.3395894893585871,263.1402399944742
23:11:01:18:06:23.105,2023-11-01T18:06:23.105Z,150,151,1.54,0.13,19.92,100.0,4.16,0.0,1.5454772725601629,265.1747830728902
23:11:01:18:06:23.309,2023-11-01T18:06:23.309Z,150,151,1.45,0.08,19.41,100.0,4.16,0.0,1.452205219657332,266.84205520356073
23:11:01:18:06:23.508,2023-11-01T18:06:23.508Z,150,151,1.45,0.1,19.16,100.0,4.17,0.0,1.4534441853748632,266.0548137709624
23:11:01:18:06:23.707,2023-11-01T18:06:23.707Z,150,151,1.48,0.11,19.16,100.0,4.17,0.0,1.4840822079655829,265.7493454253488
23:11:01:18:06:23.906,2023-11-01T18:06:23.906Z,150,151,1.49,0.11,19.11,100.0,4.17,0.0,1.4940548852033515,265.7777697938573
23:11:01:18:06:24.105,2023-11-01T18:06:24.105Z,150,151,1.56,0.09,19.14,100.0,4.17,0.0,1.5625939971726501,266.698134325565
23:11:01:18:06:24.309,2023-11-01T18:06:24.309Z,150,151,1.7,0.16,19.02,100.0,4.17,0.0,1.7075128110793194,264.62329457194926
23:11:01:18:06:24.508,2023-11-01T18:06:24.508Z,150,151,1.5,0.21,19.2,100.0,4.17,0.0,1.5146286673637204,262.03038960567864
23:11:01:18:06:24.707,2023-11-01T18:06:24.707Z,150,151,1.6,0.14,19.59,100.0,4.17,0.0,1.6061133210331084,264.99935540244155
23:11:01:18:06:24.906,2023-11-01T18:06:24.906Z,150,151,1.61,0.06,19.4,100.0,4.17,0.0,1.6111176245079066,267.86574123749773
23:11:01:18:06:25.105,2023-11-01T18:06:25.105Z,150,151,1.59,0.12,19.4,100.0,4.17,0.0,1.5945218719101975,265.6839724801344
23:11:01:18:06:25.309,2023-11-01T18:06:25.309Z,150,151,1.47,0.13,18.86,100.0,4.17,0.0,1.4757371039585607,264.94617394993566
23:11:01:18:06:25.508,2023-11-01T18:06:25.508Z,150,151,1.26,0.15,19.45,100.0,4.17,0.0,1.2688971589533962,263.2110254255612
23:11:01:18:06:25.707,2023-11-01T18:06:25.707Z,150,151,1.34,-0.08,19.12,100.0,4.17,0.0,1.3423859355639869,273.4165881917713
23:11:01:18:06:25.906,2023-11-01T18:06:25.906Z,150,151,1.35,0.03,18.88,100.0,4.17,0.0,1.3503332921912279,268.7269699799433
23:11:01:18:06:26.105,2023-11-01T18:06:26.105Z,150,151,1.39,-0.22,19.13,100.0,4.17,0.0,1.4073023839957068,278.99379239875555
23:11:01:18:06:26.309,2023-11-01T18:06:26.309Z,150,151,1.28,-0.38,19.34,100.0,4.17,0.0,1.3352153384379615,286.53483785734517
23:11:01:18:06:26.508,2023-11-01T18:06:26.508Z,150,151,1.28,-0.17,19.17,100.0,4.17,0.0,1.291239714383042,277.5653210684323
23:11:01:18:06:26.707,2023-11-01T18:06:26.707Z,150,151,1.36,0.03,18.85,100.0,4.16,0.0,1.3603308421115798,268.73632744834174
23:11:01:18:06:26.906,2023-11-01T18:06:26.906Z,150,151,1.4,-0.08,18.94,100.0,4.16,0.0,1.4022838514366482,273.27048792318357
23:11:01:18:06:27.105,2023-11-01T18:06:27.105Z,150,151,1.38,-0.12,19.06,100.0,4.16,0.0,1.3852075656738234,274.9697407281103
23:11:01:18:06:27.309,2023-11-01T18:06:27.309Z,150,151,1.4,-0.16,18.99,100.0,4.16,0.0,1.4091131963046828,276.519801751657
23:11:01:18:06:27.508,2023-11-01T18:06:27.508Z,150,151,1.42,-0.15,19.01,100.0,4.16,0.0,1.4279005567615695,276.0300088082815
